timestamp,latitude,longitude
2026-02-13 14:37:46,-34.3282,41.0531
2026-02-13 14:40:30,-40.8306,50.8126
2026-02-13 14:40:39,-41.1787,51.4403
2026-02-13 14:40:46,-41.4331,51.9082
2026-02-13 14:40:50,-41.5773,52.1768
2026-02-13 14:40:55,-41.7565,52.5144
2026-02-13 14:41:14,-42.4097,53.781
2026-02-13 14:41:31,-42.9959,54.9694
2026-02-13 14:41:34,-43.1148,55.217
2026-02-13 14:41:38,-43.2499,55.5012
2026-02-13 15:04:28,-23.7453,161.1177
